alim_nom_fr,alim_code,kcal,proteins,carbohydrates,lipids,alim_nom_eng,kcal_control
Céréales chocolatées pour petit déjeuner; non fourrées; (non enrichies en vitamines et minéraux),32013,386,7.73,79.6,2.93,Breakfast cereals; with chocolate; not filled (not fortified with vitamins and chemical elements),386
Pétales de maïs natures (non enrichis en vitamines et minéraux),32014,380,8.14,82.8,1.05,Breakfast cereals; corn flakes; plain (not fortified with vitamins and chemical elements),380
Céréales pour petit déjeuner fourrées au chocolat ou chocolat-noisettes; enrichies en vitamines et minéraux,32016,433,7.81,69.2,13,Breakfast cereals; filled with chocolate or chocolate-hazelnuts; fortified with vitamins and chemical elements,433
Céréales pour petit déjeuner fourrées au chocolat ou chocolat-noisettes,32017,442,7.33,67.2,14.8,Breakfast cereals; filled with chocolate or chocolate-hazelnuts,442
Céréales pour petit déjeuner fourrées; fourrage autre que chocolat; enrichies en vitamines et minéraux,32018,419,8.42,64.7,13.3,Breakfast cereals; filled with a filling other than chocolate; fortified with vitamins and chemical elements,419
"Céréales pour petit déjeuner ""équilibre"" nature ou au miel; enrichies en vitamines et minéraux",32021,382,11.4,78.6,1.65,Breakfast cereals; diet; plain or with honey; fortified with vitamins and chemical elements,382
"Céréales pour petit déjeuner ""équilibre"" au chocolat; enrichies en vitamines et minéraux",32022,394,7.5,73.9,5.9,Breakfast cereals; diet; with chocolate; fortified with vitamins and chemical elements,394
"Céréales pour petit déjeuner ""équilibre"" aux fruits; enrichies en vitamines et minéraux",32023,378,10.5,77.9,1.74,Breakfast cereals; diet; with fruits; fortified with vitamins and chemical elements,378
"Céréales pour petit déjeuner ""équilibre"" aux fruits secs (à coque); enrichis en vitamines et minéraux",32025,394,8.91,75.5,4.93,Breakfast cereals; diet; with dried fruits; fortified with vitamins and chemical elements,394
"Céréales pour petit déjeuner ""équilibre"" au chocolat (non enrichies en vitamines et minéraux)",32028,411,10.3,74.6,7.01,Breakfast cereals; diet; with chocolate; not fortified,411
"Céréales pour petit déjeuner ""équilibre"" aux fruits (non enrichies en vitamines et minéraux)",32029,378,10.5,78.7,1.4,Breakfast cereals; diet; with fruits; not fortified,378
"Céréales pour petit déjeuner ""équilibre"" nature (non enrichies en vitamines et minéraux)",32030,379,11.3,79,1.25,Breakfast cereals; diet; plain; not fortified,379
Céréales pour petit déjeuner; enrichies en vitamines et minéraux (aliment moyen),32031,401,7.51,75,6.77,Breakfast cereals; sweet; fortified with vitamins and chemical elements (average),401
Céréales pour petit déjeuner; non enrichies en vitamines et minéraux (aliment moyen),32032,388,8.23,79.2,3.24,Breakfast cereals; sweet;  not fortified with vitamins and chemical elements (average),388
Pétales de maïs glacés au sucre (non enrichis en vitamines et minéraux),32107,379,4.4,88,0.6,Breakfast cereals; corn flakes; sugar iced (not fortified with vitamins and chemical elements),379
Muesli croustillant aux fruits et/ou fruits secs; graines (non enrichi en vitamines et minéraux),32108,436,8.88,59.7,16.7,Muesli; crunchy; with fruits and/or dried fruits; grains (not fortified with vitamins and chemical elements),436
Muesli croustillant au chocolat (non enrichi en vitamines et minéraux),32109,442,8.57,63.2,16.7,Muesli; crunchy; with chocolate (not fortified with vitamins and chemical elements),442
Muesli floconneux aux fruits ou fruits secs; enrichi en vitamines et minéraux,32110,361,9.19,65.4,5,Muesli; flakes (Bircher-style); with fruits or dried fruits; fortified with vitamins and chemical elements,361
Muesli croustillant aux fruits ou fruits secs; enrichi en vitamines et minéraux,32111,460,5.67,68.4,17.3,Muesli; crunchy; with fruits or dried fruits; fortified with vitamins and chemical elements,460
Muesli croustillant au chocolat; avec ou sans fruits; enrichi en vitamines et minéraux,32112,451,9.13,62.7,16.7,Muesli; crunchy; with chocolate; with or without fruits; fortified with vitamins and chemical elements,451
Muesli floconneux aux fruits ou fruits secs; sans sucres ajoutés,32113,400,10.7,61.6,11,Muesli; flakes (Bircher-style); with fruits or dried fruits; without sugar,400
Grains de blé soufflés chocolatés; enrichis en vitamines et minéraux,32115,385,8.82,75.2,4.01,Breakfast cereals; chocolate puffed/popped wheat grain; fortified with vitamins and chemical elements,385
Céréales pour petit déjeuner très riches en fibres; enrichies en vitamines et minéraux,32116,338,14,49,3.5,Breakfast cereals; very rich in fibre; fortified with vitamins and chemical elements,338
Pétales de maïs glacés au sucre; enrichis en vitamines et minéraux,32121,374,5.77,84.7,0.63,Breakfast cereals; corn flakes; sugar iced; fortified with vitamins and chemical elements,374
Pétales de blé avec noix; noisettes ou amandes; enrichis en vitamines et minéraux,32123,386,10.3,67.9,6.3,Breakfast cereals; wheat flakes with walnuts; hazelnuts or almonds; fortified with vitamins and chemical elements,386
Muesli floconneux ou de type traditionnel,32128,382,10.6,68.5,4.83,Muesli; flakes (Bircher-style),382
Boules de maïs soufflées au miel (non enrichies en vitamines et minéraux),32129,393,5.71,86.2,2.35,Breakfast cereals; puffed/popped corn; with honey (not fortified with vitamins and chemical elements),393
Blé khorasan complet soufflé,32130,378,6.68,80.5,1.96,Khorasan wheat; wholemeal; puffed/popped,378
Riz soufflé chocolaté; enrichi en vitamines et minéraux,32131,390,6.22,83.2,2.82,Breakfast cereals; chocolate puffed/popped rice; fortified with vitamins and chemical elements,390
Boules de maïs soufflées au miel; enrichies en vitamines et minéraux,32133,384,5.5,85.3,1.8,Breakfast cereals; puffed/popped corn; with honey; fortified with vitamins and chemical elements,384
Céréales complètes soufflées; enrichies en vitamines et minéraux,32134,385,7.42,76.8,3.85,Breakfast cereals; puffed/popped cereals; wholemeal; fortified with vitamins and chemical elements,385
Multi-céréales soufflées ou extrudées; enrichies en vitamines et minéraux,32135,392,7.39,79.4,4.27,Breakfast cereals; mix of puffed or extruded cereals; fortified with vitamins and chemical elements,392
Muesli croustillant; au quinoa,32136,0,9.92,71.2,10.7,Muesli; crunchy; with quinoa,420.78000000000003
Muesli floconneux aux fruits ou fruits secs (non enrichi en vitamines et minéraux),32138,369,9.5,61.7,6.9,Muesli; flakes (Bircher-style); with fruits or dried fruits (not fortified with vitamins and chemical elements),369
Muesli enrichi en vitamines et minéraux (aliment moyen),32139,424,6.96,67.3,12.8,Muesli; flakes; fortified with vitamins and chemical elements (average food),424
Flocon d'avoine précuit,32140,370,11,58,7.7,Oat flakes; pre-cooked; raw,370
Muesli non enrichi en vitamines et minéraux (aliment moyen),32141,401,9.2,60.7,11.6,Muesli; flakes; not fortified with vitamins and chemical elements (average food),401
Barre céréalière pour petit déjeuner au lait; chocolatée ou non; enrichie en vitamines et minéraux,31100,382,7.06,79.5,3.2,Milky cereal breakfast bar; with chocolate or not; fortified with vitamins and minerals,382
"Barre céréalière ""équilibre"" aux fruits; enrichie en vitamines et minéraux",31101,379,6.13,72.8,6.53,Cereal bar with fruit; fortified with vitamins and minerals,379
"Barre céréalière ""équilibre"" chocolatée; enrichie en vitamines et minéraux",31102,418,5.99,72.9,10.9,Cereal bar with chocolate; fortified with vitamins and minerals,418
Barre céréalière diététique hypocalorique,31104,386,5.9,65.3,11.2,Cereal bar; low calorie,386
Barre céréalière chocolatée,31106,451,6.55,73,14.9,Chocolate cereal bar,451
Barre céréalière aux fruits,31113,377,5.49,73.5,7.07,Cereal bar w fruit,377
Barre céréalière aux amandes ou noisettes,31114,444,8.69,60.6,18.2,Cereal bar with almonds or hazelnuts,444
Barre céréalière chocolatée aux fruits,31115,0,5.7,70.4,11.8,Chocolate cereal bar with fruits,410.6
Baba au rhum; préemballé,19688,169,2.83,23.6,3.86,Rum baba; prepacked,169
Gâteau (aliment moyen),23000,0,5.27,53.5,17.8,Cake (average),395.28
Gâteau Paris-Brest (pâte à choux crème mousseline praliné),23005,0,5.44,26.1,24.9,Chou pastry with praline flavoured creme,350.26
Gâteau au chocolat type forêt noire (génoise au chocolat et crème multi-couches; avec ou sans cerises),23006,0,4.13,34.2,19,Sponge cake w chocolate w or wo cherry,324.32000000000005
Gâteau mousse de fruits sur génoise; type miroir; bavarois,23007,0,3.87,31.6,12.2,Sponge cake w fruit mousse,251.68
Entremets type Opéra,23008,0,5.19,39.6,24,Dessert; Opera cake type,395.15999999999997
Fraisier ou framboisier,23009,0,3.31,26.7,15.5,Sponge sandwich cake filled and topped with strawberries or raspberries,259.53999999999996
Baba au rhum,23021,0,2.25,36.3,9.9,Rum baba,243.3
Canelé,23022,0,5.31,59.4,3.7,Canelé cake,292.14
Macaron moelleux fourré à la confiture ou à la crème,23024,0,10,49.7,21.2,Macaron filled with jam or cream,429.6
Bûche de Noël pâtissière,23030,0,4.2,30.7,19.7,Christmas log cake,316.9
Brownie au chocolat; préemballé,23032,458,5.94,50.6,25.4,Brownie (chocolate cake),458
Rocher coco ou Congolais (petit gâteau à la noix de coco),23033,0,4.46,53.7,24.1,Rock-shaped coconut cake,449.54
Biscuit de Savoie,23050,0,5.9,56.3,0.8,Savoy-style sponge cake,255.99999999999997
Quatre-quarts; fabrication artisanale,23080,0,5.94,46,25.6,Pound cake,438.15999999999997
Quatre-quarts; préemballé,23081,0,5.94,48.2,23.9,Butter pound cake; prepacked,431.65999999999997
Barre pâtissière; préemballé,23082,0,5.38,54.7,14.9,Pound cake; prepacked,374.42
Gâteau au citron; tout type,23103,0,5,54,21.3,Lemon cake; all types,427.70000000000005
Far aux pruneaux,23121,0,5.13,32,8,Breton pudding cake with prunes,220.52
Kouign Amann,23122,0,5.81,48.7,25.1,Buttered and caramelized milk bread cake,443.94000000000005
Pain d'épices,23200,0,2.94,71.5,1.1,Gingerbread,307.65999999999997
Pain d'épices fourré ou nonette,23220,0,4,76,2.5,Gingerbread w filling,342.5
Baklava ou Baklawa (pâtisserie orientale aux amandes et sirop),23300,0,10.4,49.2,24.5,Baklava (oriental pastry with almonds and syrup),458.9
Corne de gazelle (pâtisserie orientale aux amandes et sirop),23301,0,8.55,60.2,22.1,Gazelle horn (oriental pastry with almonds and syrup),473.9
Chou à la crème (chantilly ou pâtissière),23455,0,4.5,25.2,22.9,Pastry cream puff,324.9
Chou à la crème chantilly; Saint-honoré,23456,0,4.63,22.9,26.4,Chou pastry filled with whipped cream,347.71999999999997
Chou à la crème pâtissière,23457,0,4.31,34.9,7.3,Chou pastry filled with custard,222.54000000000002
Éclair,23477,0,5.78,31.6,11.8,Eclair,255.72000000000003
Tarte aux fruits et crème pâtissière,23479,0,2.94,30,7.7,Fruit pie with confectioner's custard,201.06
Tarte normande aux pommes (garniture farine; oeufs; crème; sucre; calvados),23481,313,4.44,38.7,15,Apple pie with custard (flour; eggs; cream; sugar; apple alcohol),313
Tarte au citron,23485,0,5,42.7,20.9,Lemon tart,378.9
Tarte ou tartelette aux pommes,23490,0,2.52,32.7,8.79,Apple tart,219.99
Tarte aux fraises,23491,0,3.19,31,19.8,Strawberries tart,314.96000000000004
Crumble aux pommes,23493,0,2.19,33.8,9.5,Apple crumble,229.45999999999998
Tarte aux abricots,23494,0,3.18,41,10.7,Apricots tart,273.02
Tarte aux fruits rouges,23495,0,3.5,38.5,6.87,Red berries tart,229.82999999999998
Tarte Tatin aux pommes,23496,0,2.31,37.1,9.3,Tatin tart (caramelized upside-down apple tart),241.34000000000003
Tarte au chocolat; fabrication artisanale,23497,0,5.94,40.9,30.7,Chocolate tart from bakery,463.65999999999997
Tarte ou tartelette aux fruits,23499,0,3.72,46.9,10.6,Fruit tart,297.88
Flan pâtissier aux oeufs ou à la parisienne,23525,0,3.76,29.2,11.3,Flan tart with eggs,233.54000000000002
Charlotte aux fruits,23531,0,5.16,28.2,6.64,Fruit charlotte,193.2
Gâteau au chocolat,23585,0,5.74,54.6,21.6,Chocolate cake,435.76
Gâteau moelleux au chocolat; préemballé,23586,0,6.19,48.2,24,Chocolate soft cake; prepacked,433.56
Gâteau au yaourt,23588,0,5.87,51.8,21.4,Yogurt cake,423.28
Gâteau au fromage blanc,23589,0,6.17,27,11.6,Fresh cream cheese cake,237.07999999999998
Gâteau moelleux nature type génoise,23594,0,5.7,57.6,14.4,Soft cake; plain; sponge cake type,382.8
Galette des rois feuilletée,23680,0,5,29.8,23.3,Twelfth Night cake,348.9
Galette des rois feuilletée; fourrée frangipane; et Pithiviers,23684,0,7.6,33.4,30,Twelfth Night cake (puff pastry filled with almond paste),434
Crêpe; nature; préemballée; rayon frais,23799,0,6.49,40,7.21,Crepe; plain; prepacked; refrigerated,250.85000000000002
Crêpe; nature; préemballée; rayon température ambiante,23800,0,8.5,58.1,14.1,Crepe; plain; prepacked; room temperature,393.29999999999995
Galette de sarrasin; nature; préemballée,23801,0,5.95,30.1,1.51,Buckwheat crepe; plain; prepacked,157.79000000000002
Gâteau basque; crème pâtissière,23802,0,4.03,57.4,13.3,Basque cake (shortbread); with custard,365.42
Gâteau basque; cerises,23803,0,4.3,63.3,13.5,Basque cake (shortbread); with cherries,391.9
Crêpe fourrée au sucre; préemballée,23815,0,6.62,58.7,15.8,Crepe filled with sugar; prepacked,403.48
Crêpe fourrée à la confiture; maison,23820,0,6.51,54,5.74,Crepe; filled with jam; home-made,293.7
Crêpe fourrée au chocolat ou à la pâte à tartiner chocolat et noisettes; maison,23821,0,8.1,54.3,14.6,Crepe; filled with chocolate or chocolate and hazelnut spread; home-made,381
Crêpe fourrée chocolat; préemballée,23829,0,6.43,58.7,20.4,Crepe filled with chocolate; prepacked,444.12
Crêpe fourrée fraise; préemballée,23830,0,5.35,66.7,6.6,Crepe filled with strawberries; prepacked,347.59999999999997
Gaufre fine fourrée au miel; préemballée,23849,455,4.56,67,18.3,Wafer biscuit; thin; filled with honey; prepacked,455
Gaufre bruxelloise ou liégeoise; préparation artisanale,23850,0,8,36.1,13.4,Waffle; from bakery,297
Gaufre moelleuse (type bruxelloise ou liégeoise); nature ou sucrée; préemballée,23851,0,7.1,52.5,25.2,Soft waffle (Brussels-style); plain or with sugar; prepacked,465.2
Gaufre moelleuse (type bruxelloise ou liégeoise); chocolatée; préemballée,23852,0,6.1,55.9,23.9,Soft waffle (Brussels-style); with chocolate; prepacked,463.1
Gaufre croustillante (fine ou sèche); nature ou sucrée; préemballée,23853,0,5.18,66.4,17.9,Wafer biscuit; crunchy (thin or dry); plain or with sugar; prepacked,447.4200000000001
Gaufre croustillante (fine ou sèche); chocolatée; préemballée,23854,0,6.9,70,16,Wafer biscuit; crunchy (thin or dry); with chocolate; prepacked,451.6
Beignet rond moelleux; sans fourrage; saupoudré de sucre,23880,404,7.25,39.4,23.7,Doughnut; plain,404
Beignet à la confiture,23881,378,6.36,45.6,18.7,Doughnut filled with jam,378
Beignet fourré aux fruits; préemballé,23884,362,5.65,47.6,16,Doughnut filled with fruits; prepacked,362
Beignet fourré goût chocolat; préemballé,23885,420,7.31,45.9,22.5,Doughnut filled with chocolate; prepacked,420
Pâtisserie (aliment moyen),23900,0,5.04,44,17.2,Pastry (average),350.96
Cake aux fruits; préemballé,23909,360,4.19,55.2,12.6,Fruit cake; prepacked,360
Gâteau marbré; prémballé,23925,0,5.76,50.5,23,Marble cake; prepacked,432.03999999999996
Gâteau sablé aux fruits; préemballé,23930,0,5.13,63.9,16.3,Fruit shortbread cake; prepacked,422.82000000000005
Gâteau moelleux aux fruits; prémballé,23937,0,4.61,61.6,14.8,Fruit soft cake; prepacked,398.0400000000001
Gâteau moelleux aux fruits à coque; prémballé,23938,0,6.2,48.8,25.5,Soft cake with nuts; prepacked,449.5
Gâteau moelleux fourré au chocolat ou aux pépites de chocolat ou au lait; prémballé,23939,0,5.31,60.7,21.7,Soft cake filled with chocolate or chocolate drops or milk; prepacked,459.34000000000003
Génoise fourrée et nappée au chocolat; prémballé,23940,0,5.46,53.3,20.8,Sponge cake filled and covered with chocolate; prepacked,422.24
Gâteau moelleux fourré aux fruits type mini-roulé ou mini-cake fourré; prémballé,23941,0,4.41,64.2,6.5,Soft cake filled with fruits; mini sponge roll type; prepacked,332.94
Muffin; aux myrtilles ou au chocolat,23950,0,5.59,48.9,23.4,Muffin; with blueberry or chocolate,428.55999999999995
Madeleine; pur beurre; préemballée,24630,0,5.6,52.6,25.5,Madeleine cake; pure butter; prepacked,462.3
Madeleine au chocolat; préemballée,24631,0,6.06,51.5,24.9,Madeleine biscuit; with chocolate; prepacked,454.34000000000003
Madeleine ordinaire; préemballée,24632,0,5.2,53.5,25.2,Madeleine biscuit (cookie),461.6
Tarte aux poires amandine,24663,0,4.9,37.7,14.9,Peer tart with almonds,304.5
Gâteau aux amandes type financier,24664,0,9.1,44.3,27.4,Almond cake; financier,460.2
Gâteau aux amandes; préemballé,24665,0,5.78,60.1,17.3,Almond cake; prepacked,419.22
Mille-feuille,24666,0,3.88,43.7,11.3,Mille-feuille pastry,292.02000000000004
Glace à l'eau ou sorbet ou crème glacée; tout parfum (aliment moyen),39500,0,2.7,32.2,12,Ice cream or sorbet or ice pop; flavoured (average),247.60000000000002
Barre glacée chocolatée,31035,359,5.12,35.8,21.4,Ice cream; chocolate coated,359
Glace ou crème glacée; bâtonnet; enrobé de chocolat,39503,328,3.42,33.4,19.8,Ice cream on stick; with chocolate coating,328
Glace ou crème glacée; cône (taille standard),39509,0,3.51,37.8,13.5,Ice cream; cone (normal size),286.74
Glace ou crème glacée; en bac,39515,0,2.55,26.1,8.4,Ice cream; in box,190.20000000000002
Glace au yaourt,39517,0,3.45,22.7,2.2,Frozen yogurt,124.39999999999999
Glace ou crème glacée; gourmande; en bac,39520,0,3.05,29,10.7,Ice cream; luxury; in box,224.5
Glace ou crème glacée; gourmande; en pot,39521,0,4.21,24.2,17.9,Ice cream; luxury; in cup,274.74
Glace ou crème glacée; mini cône,39522,0,4.2,38.5,20.2,Ice cream; cone; mini,352.6
Glace ou crème glacée; pot individuel,39523,0,3.21,26.7,12.7,Ice cream; in individual cup,233.94
